Nome,AC,AL,AP,AM,BA,CE,DF,ES,GO,MA,MT,MS,MG,PA,PB,PR,PE,PI,RJ,RN,RS,RO,RR,SC,SP,SE,TO
AGATHA,0,0,0,125,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALICE,48,102,47,211,1327,286,422,631,927,315,461,394,2363,482,173,1766,346,155,1721,115,1244,208,30,1014,6884,102,180
ANA BEATRIZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0
ANA CECILIA,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0
ANA CLARA,0,0,40,213,0,0,0,0,0,0,0,137,0,356,0,0,0,0,0,0,442,70,27,0,0,0,0
ANA JULIA,41,117,48,128,0,315,0,0,0,277,155,0,704,0,153,0,315,132,0,107,0,99,21,0,0,71,76
ANA LAURA,0,0,0,0,0,355,0,0,242,0,0,0,0,289,138,0,236,0,0,103,0,0,0,0,0,0,67
ANA LIZ,38,0,0,0,0,534,0,0,0,249,0,0,0,0,140,0,0,113,0,110,0,0,0,0,0,76,77
ANA VITORIA,56,0,42,0,0,0,0,0,0,0,0,0,0,305,0,0,0,101,0,0,0,0,0,0,0,0,81
ANTHONY,34,99,52,223,1109,0,141,338,332,274,177,184,953,382,131,610,262,93,1122,0,588,106,22,437,2617,70,107
ANTHONY GABRIEL,0,120,0,0,0,0,0,0,0,0,156,0,0,0,0,0,308,0,0,86,0,0,18,0,0,0,0
ANTONELLA,0,0,0,0,0,0,0,283,275,0,168,144,788,0,0,684,0,0,1240,0,698,0,0,381,2363,0,0
ARTHUR,111,213,99,492,1884,793,435,679,832,604,496,399,2366,840,340,1624,646,264,2500,143,1381,244,48,944,6476,210,229
ARTHUR MIGUEL,0,101,0,145,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,23,0,0,62,0
AURORA,0,0,0,130,0,256,183,0,405,218,174,0,694,276,0,491,0,0,661,0,758,0,17,282,0,0,0
AYLA,36,0,0,143,0,0,0,227,0,0,0,0,0,0,0,0,0,0,662,0,0,0,18,0,0,0,0
AYLLA,0,0,0,0,624,0,0,210,0,203,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0
AYLLA SOPHIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
BEATRIZ,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,292,0,0,0
BENICIO,0,0,0,133,537,335,180,369,448,263,263,196,1315,0,131,606,241,138,909,103,530,104,19,354,2711,74,92
BENJAMIM,0,0,0,0,0,262,0,182,0,265,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0
BENJAMIN,45,0,0,0,576,0,134,234,0,204,0,0,0,0,0,472,0,111,0,0,392,0,0,330,0,69,0
BERNARDO,46,157,0,210,1254,451,412,509,500,269,241,221,1897,335,183,1041,465,149,1924,130,970,71,30,661,4437,136,195
BRYAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0
CATARINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0
CECILIA,33,0,33,0,841,0,297,405,639,205,366,256,1626,342,0,1119,0,96,735,0,922,177,27,641,2928,65,145
