Nome,AC,AL,AP,AM,BA,CE,DF,ES,GO,MA,MT,MS,MG,PA,PB,PR,PE,PI,RJ,RN,RS,RO,RR,SC,SP,SE,TO
AGATHA SOPHIA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALICE,0,0,15,31,213,0,125,209,138,0,107,118,454,0,0,725,0,0,649,0,740,46,0,532,2135,0,25
ANA BEATRIZ,29,84,35,69,270,207,84,89,120,180,102,58,462,259,133,0,328,55,359,96,0,48,22,0,868,45,54
ANA CECILIA,0,0,0,0,203,262,81,0,101,171,0,0,287,103,109,0,222,58,0,108,0,0,0,0,0,52,56
ANA CLARA,56,94,61,152,428,221,163,180,247,215,171,162,690,439,129,494,303,53,576,73,629,98,40,326,2305,76,71
ANA JULIA,35,109,53,72,558,430,169,182,339,323,205,154,984,134,232,462,426,124,620,138,334,107,27,253,1571,98,93
ANA LAURA,17,54,26,36,293,326,90,84,251,126,83,78,732,288,155,405,276,51,343,106,0,46,13,0,1241,35,91
ANA LIS,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANA LIVIA,0,0,15,0,0,220,0,0,0,132,70,0,313,0,104,0,141,44,0,91,0,0,0,0,0,0,33
ANA LIZ,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,37,0,52,0,0,0,0,0,0,29
ANA LUISA,0,0,0,0,0,0,0,0,98,0,0,0,0,93,0,0,0,0,0,0,0,0,11,0,0,0,0
ANA LUIZA,37,60,28,74,252,236,103,124,177,150,93,80,561,222,77,0,196,43,462,63,0,41,13,0,1166,47,37
ANA PAULA,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANA SOFIA,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANA SOPHIA,0,0,13,34,165,232,0,0,0,0,0,0,0,115,0,0,144,36,0,0,0,0,0,0,0,0,27
ANA VITORIA,46,49,32,91,347,231,72,108,140,229,89,69,369,245,96,0,194,62,0,77,0,39,22,0,0,46,62
ANGELO GABRIEL,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
